LOCATIONS	Type	Area	Street	Position	SpeedZone_Radius	SpeedZone_Speed	Region	Dispatchmessage	Music
32	1	1	Hi Officer. Yes, I was the one that called the police.						
32	1	2	I'm assuming you are talking about the music that I'm hearing in background?						
32	1	3	Yes. Those party-goers are always partying, and us neighbors are always suffering! Can you shut it down please?						
32	1	4	Certainly. I will take to the owner and ask them to lower the volume.						
32	1	5	Thank you so much officer.						
32	2	0	"Hi. I'm officer "" + Globals.CharacterName + "". Who is responsible for this party?"						
32	2	1	That's me. Michael De Santa. Is there a problem officer?						
32	2	2	Yes Mr. De Santa. Sorry to interrupt but people in your neighborhood are complaining about the loud music.						
32	2	3	Oh come on, this is a celebration party for my daughter Tracy. She finally got a job on TV.						
32	2	4	Well that's nice to hear Michael, but I need you to turn down the volume.						
32	2	5	Alright then, give me second...						
32	2	6	Are you satisfied with it now?						
32	2	7	Thank you Mr. De Santa. I appreciate your cooperation. Have a nice party.						
32	2	8	It won't be as fun...						
32	3	0	Can I talk to you for again Mr. De Santa?						
32	3	1	What now?						
32	3	2	Why is the music so loud again?						
32	3	3	Do you really want an answer for that?						
32	3	4	Basically I don't care. Turn off the music, or I will take you to jail.						
32	3	5	What the fuck? Why are you acting like a pussy?						
32	3	6	I asked you kindly to turn off the music, and now you have no choice.						
32	3	7	Turn off the music before I take you in.						
32	4	0	Okay okay, don't lose yourself.						
32	4	1	Happy now?						
32	4	2	If I have to come back again, you're going right to the station. Goodbye Mr. De Santa.						
32	4	3	Whatever dude. Go back to your group therapy...knuckle head						
32	5	0	The hell I will!						
32	5	1	Then I will take you down to the station for disturbing the peace. Let me see your hands.						
32	5	2	This is stupid. I'm gunna call my lawyer you son of a bitch!						
33	1	0	Hello. Did you call 911 reporting loud music?						
33	1	1	Hello Officer. Yes. They have been playing it for a few hours. Enough is enough!						
33	1	2	I agree. Has the volume always been this loud?						
33	1	3	There were a few minutes it was quiet, but its been like this for hours.						
33	1	4	Okay. I'll make contact with the house owner and ask them to turn down the volume.						
33	1	5	Thank you for taking this seriously.						
33	2	0	Hello. Can I talk to the house owner for minute?						
33	2	1	Yo dog, I'm Franklin Clinton. This is my crib, whats going on?						
33	2	2	Hello Mr. Clinton, we got a complaint regarding your loud music.						
33	2	3	What? This ain't too loud. People still can talk to each other...						
33	2	4	Regardless, please turn down the volume.						
33	2	5	Fine, if I have to...						
33	2	6	Is this okay for my officer friend?						
33	2	7	Yes it is. Thanks for your cooperation.						
33	2	8	Thank you officer!						
33	3	0	Hey Mr. Clinton, come back over here please.						
33	3	1	Hey yo. What'cha doing here again?						
33	3	2	I'm back because the music is too loud again.						
33	3	3	I think its the same volume as when you left. The dude complaining must have a pack of damaged ears.						
33	3	4	Sir, you need to turn off the volume now.						
33	3	5	What? No, I'll just turn it down. It doesn't have to be turned off!						
33	3	6	Sir, please don't make this harder than it has to be.						
33	3	7	Turn off the music, before I take you to jail for disturbing the peace.						
33	4	0	Eh, if the cop says to turn it off, I guess I have to turn it off...						
33	4	1	Silence has arrived. Are you happy?						
33	4	2	I hope you keep it like this. Thank you.						
33	4	3	Sorry for causing you the hassle, officer.						
33	5	0	You know what, go suck a mighty...						
33	5	1	Okay, put your hands where I can see them. You are being placed under arrest for disturbing the peace.						
33	5	2	Jail ain't gunna do nothing, pig!						
34	1	0	Hi Ma'am. Did you called 911 because of a disturbing noise?						
34	1	1	Hi Officer. Yes I called the cops. The party is too wild. They are throwing beer bottles and doing other bizarre things..						
34	1	2	Did they throw anything out into the streets or at your houses?						
34	1	3	Luckily they didn't. Its the house over there with The Lost van.						
34	1	4	Seems to be a biker party. Why don't you go back inside while we handle the party.						
34	1	5	Thank you.						
34	2	0	Hi everyone. Who is the owner here?						
34	2	1	That would be me. What can I do for the pig in a uniform?						
34	2	2	Your music is too loud. I'm going to have to ask you to turn it down.						
34	2	3	Nah, I don't hear any music.						
34	2	4	Do you want to cooperate, or should I take you to jail for disturbing the peace?						
34	2	5	If thats how you want to be, let me go turn it down.						
34	2	6	Don't think that you have won.						
34	2	7	Alright bud, thanks for cooperating. Don't make me have to come out again.						
34	2	8	Seeya pig in a uniform!						
34	3	0	Sir, come over here for a minute.						
34	3	1	Whats going on pig in a uniform? Want to join us?						
34	3	2	No. You need to turn off the music and stop the party.						
34	3	3	Nah! I don't hear any music, and I don't think any of my brothers or sisters do.						
34	3	4	It'll take some time to write down all the violations I see here. I think it will be a hefty fine, unless you would like to cooperate.						
34	3	5	Whats your fucking problem pig in a uniform?						
34	3	6	My problem is that you feel the need to not listen.						
34	3	7	Last chance. Turn off the music, or you will go to jail for disturbing the peace.						
34	4	0	This time I will listen.						
34	4	1	Next time I won't.						
34	4	2	Next time I'll put you to jail if you don't cooperate. Have a great day.						
34	4	3	Fucking pigs in a uniform. You did not win this battle.						
34	5	0	You motherfucking pig in a uniform. I won't do a thing that you're saying!						
34	5	1	Show me your hands. You are currently being placed under arrest for disturbing the peace.						
34	5	2	That is why I hate cops.						
35	1	0	Hello Ma'am. You have called the police because of a loud party?						
35	1	1	Hi Officer. Do you here the music? It is now the third time that this bitch has a party like this.						
35	1	2	No need to insult your neighbour. Did you talk to her?						
35	1	3	No i won't talk to her. The house is over there. Try the door at the left, otherwise you will find them on the top terrace.						
35	1	4	Ok thanks for the info. Please get back into your house. I will take care about this issue.						
35	1	5	I hope she goes to jail, bye.						
35	2	0	Hello everybody. I need to talk to the owner of this house.						
35	2	1	Hello officer, that's me. What can i do for you?						
35	2	2	There has been a report of civil disturbance because of loud music.						
35	2	3	Are you sure that's my party?						
35	2	4	Yes i'm sure. Please do me a favour and lower the volume to adequate noise level.						
35	2	5	Well then ok, wait here.						
35	2	6	This is the maximum i want to lower it. Is it ok ?						
35	2	7	Yes Miss, thank you and have a nice day.						
35	2	8	Bye.						
35	3	0	Miss, step over here please!						
35	3	1	Ahm ok? What did i do wrong now ?						
35	3	2	The noise level is back to ist original. Can you tell me why?						
35	3	3	No it is still the same as you left. You must have something with you ears…						
35	3	4	My ears are fine, but it seem like you memory is not. Turn off the music immediatly!						
35	3	5	Why are you so unfriendly? I don't like that.						
35	3	6	Well i don't like that you are lying to me. 						
35	3	7	I say this only once. Turn off the music now or i will pull the plug and take you down to the station.						
35	4	0	Alright, sorry… i do it.						
35	4	1	I don't want to have any trouble.						
35	4	2	Next time think about this when you lie to the police. Goodbye.						
35	4	3	What a jerk…						
35	5	0	You know what. NO. I think you are overreacting. The noise level is fine.						
35	5	1	I have enough of this. You can explain this down at the station. Show me your hands.						
35	5	2	… stupid whore downstairs. She is the one who should get arrested						
36	1	0	Hello Sir. You've called 9-1-1 because of too loud music?						
36	1	1	Hello Officer, yes, i called the police cause they are playing the music too loud.						
36	1	2	Did you talk to the owner to turn the volume down ?						
36	1	3	No i did not. It is the house over there.						
36	1	4	Well next time please try yourself. This time i will talk to the owner.						
36	1	5	Ok, thanks.						
36	2	0	Hello ? Can i please talk to the owner of this property ?						
36	2	1	Sure, i'm the new owner of this house. What can i do for you officer?						
36	2	2	We have a complaint regarding your party. Could you please lower the volume?						
36	2	3	Man, must be that stupid prick next to me. What has he said ?						
36	2	4	I can't give you any details about the complaint. Please just turn down the volume ok ?						
36	2	5	Yeah of course, i don't want to make any trouble.						
36	2	6	Satisfied with the volume level ?						
36	2	7	Yes Sir, thanks for you understanding. Have a nice party.						
36	2	8	Goodbye officer.						
36	3	0	Sir, I need to talk to you!						
36	3	1	Oh hell no, what's the problem now ?						
36	3	2	I kindly asked you to lower the volume. It seems like it doesn't had any effect. Now you need to turn it off!						
36	3	3	What ? Do you know how much a party like this costs? Music is essential for me. Therefore it stays on!						
36	3	4	I'm sorry but you don't have any other possibility. You had your chance.						
36	3	5	You know that i earn more money in a day that you make in a year ? 						
36	3	6	I don't care about your financial situation Sir.						
36	3	7	Don't hedge arround the problem. Turn off the music  now or i will do it!						
36	4	0	Whatever, but this will have consequences for you!						
36	4	1	Give me your name and Badgenumber so that i can make a complaint at the department.						
36	4	2	You can get this information directly at the department downtown. Have nice day Sir.						
36	4	3	You won't get away with it. This will have repercussions.						
36	5	0	My answer is simple. NO. I won't turn off the music!						
36	5	1	Then i have no other choice as to take you down to the station. Please show me hands.						
36	5	2	I can't believe that shit.						
37	1	0	Hi Sir. You called 911. How can i help you ?						
37	1	1	Yes Hello, i want you to go over the street and turn off the music. It is annoying.						
37	1	2	Relax Sir. How long do they play with that volume level.						
37	1	3	I don't remember. Just go over there and pull the plug.						
37	1	4	Ok Sir, please go back inside. I will make contact with the owner and ask him to lower the volume.						
37	1	5	No not lowering, it has to be off! You understand ?...						
37	2	0	Excuse me. Who is the responsible person for this party?						
37	2	1	Oh police. Yeah that's me officer. What's the problem?						
37	2	2	Your neighbours are complaining about you noise level.						
37	2	3	Come on, these old assholes should crawl back into their coffins…						
37	2	4	Please don't insult anybody, just lower the volume please.						
37	2	5	I'm really pissed… ok i will lower it.						
37	2	6	Is it ok now ?						
37	2	7	Sure thats fine. Please keep noise level down ok ? Goodbye.						
37	2	8	Aha… we will see…						
37	3	0	Sir, step over here!						
37	3	1	Police again ?... Oh man, what now ?						
37	3	2	My last visit seems to have no effect, so now please turn off the music.						
37	3	3	What? Come on, i will lower the volume and keep it there, i promise.						
37	3	4	Sir you had your chance. Sorry but this time you have to turn if off.						
37	3	5	Whats your fucking problem? I said i promise to keep it low.						
37	3	6	Your promise is not enough. 						
37	3	7	Turn it off now or i will do it for you and you can explain it at the station.						
37	4	0	Always the same shit with these old bastards…						
37	4	1	Happy now ? 						
37	4	2	Yes and keep it off understood ?						
37	4	3	Just leave man.						
37	5	0	I don't think i wanna do this. I like it that way.						
37	5	1	Well then lets have a chat at the station. Show me your hands.						
37	5	2	This is just bullshit….						
									
POSITIONS	Type	Position	Heading						
31	DOORBELL	-214.346f, 6396.502f, 32f	0f						
31	BACKYARD	-1011.581f, 761.659f, 170.0f	0f						
31	PEDTALK	-1011.600f, 761.981f, 171.379f	205f						
31	MUSIC	-1015.862f, 770.888f, 170.0f	27.622f						
32	DOORBELL	-1940.702f, 386.947f, 95f	0f						
32	BACKYARD	-1921.376f, 400.660f, 95f	0f						
32	PEDTALK	-1921.751f, 400.443f, 96.296f	231.397f						
32	MUSIC	-1928.233f, 397.908f, 96.507f	186.568f						
33	DOORBELL	8.713f, 540.592f, 174.8f	0f						
33	BACKYARD	16.821f, 529.340f, 169.5f	0f						
33	PEDTALK	17.735f, 528.739f, 170.628f	52.769f						
33	MUSIC	23.308f, 532.160f, 170.628f	308.021f						
34	DOORBELL	906.64f, -490.16f, 58.30f	0f						
34	BACKYARD	903.12f, -471.27f, 57.80f	0f						
34	PEDTALK	901.41f, -471.87f, 59.02f	291.03f						
34	MUSIC	895.15f, -474.72f, 57.83f	217.71f						
35	DOORBELL	-1897.942f, -572.884f, 10.5f	0f						
35	BACKYARD	-1912.776f, -572.322f, 21.5f	0f						
35	PEDTALK	-1911.897f, -572.971f, 22.892f	50.161f						
35	MUSIC	-1905.797f, -577.867f, 22.892f	236.886f						
36	DOORBELL	-3017.632f, 746.330f, 26.5f	0f						
36	BACKYARD	-2999.792f, 750.592f, 25.5f	0f						
36	PEDTALK	-2999.766f, 752.213f, 26.687f	180.241f						
36	MUSIC	-3007.383f, 755.513f, 27.589f	120.369f						
37	DOORBELL	-214.346f, 6396.502f, 32	0f						
37	BACKYARD	-190.673f, 6382.756f, 30.563f	0f						
37	PEDTALK	-191.501f, 6381.986f, 31.864f	315.486f						
37	MUSIC	-202.542f, 6382.753f, 30.563f	43.332f						
